,English,Yoruba
309,"If someone wants to find out information about you, they will choose the easiest way to obtain that information, not the hardest.","Bí ẹnì kan bá fẹ́ ẹ́ wá ìwífún nípa ìrẹ, ó máa yan ọ̀nà tó rọrùn jù láti rí ìwífún náà gbà dípòo ọ̀nà líle."
310,"Secondly, it’s impossible to protect against every kind of trick or attacker, so you should concentrate on which people might want your data, what they might want from it, and how they might get it.","Lọ́nà kejì, kò ṣeéṣe láti dá ààbò bo onírúurú ẹ̀tàn tàbí àdojúkọni, nítorí náà o ní láti f'ọkàn sí irú ènìyàn tí o lè fẹ́ jí ìwífún-ùn rẹ, ohun tí wọ́n fẹ́ fi ṣe, àti bí wọ́n ṣe lè rí i."
311,"If your biggest threat is physical surveillance from a private investigator with no access to internet surveillance tools, you don't need to buy some expensive encrypted phone system that claims to be ""NSA-proof.""","Bí olúborí ìdẹ́rùbà rẹ bá jẹ́ ìbojúwò ojúkorojú láti ọ̀dọ aṣèwádìí ìkọ̀kọ̀ kan tí ò rí àyè láti lo irinṣẹ́ ìbojúwò ẹ̀rọ-ayélujára, o kò nílò láti ra ẹ̀rọ-ìbánisọ̀rọ̀ọ owó iyebíye tí ó ń sọ ìwífún di odù fún ààbò tí ó ní ""NSA-proof"""
312,"Alternatively, if you face a government that regularly jails dissidents because they use encryption tools, it may make sense to use simpler tactics—like arranging a set of harmless-sounding, pre-arranged codes to convey messages—rather than risk leaving evidence that you use encryption software on your laptop.","Ẹ̀wẹ̀wẹ̀, bí o bá kọjú ìjọba tó máa ń fi èèyàn sátìmọ́lé nítorí o lo irinṣẹ́ ìyí-dátà-padà-sí-odù-ààbò, ó fọgbọ́nyọ bí a lo ọ̀nà tí ó ní akitiyan tó bẹ́ẹ̀ - bíi títo àkójọpọ̀ odù tí ò ní ewu, àtòélẹ̀ tí yóò gbé iṣẹ́-ìjẹ́ - ju kí a fi ẹ̀rí tí ó ní éwu wípé a lo iṣẹ́-àìrídìmú ayí-ìwífún-padà-sí-odù fún ààbò lórí ẹ̀rọ-ayárabíàṣá àgbélétan."
313,Coming up with a set of possible attacks you plan to protect against is called threat modeling.,Gbígbé àkójọpọ̀ ìdojúkọ tí o  lọ́kàn láti fi ààbò bò ni à ń pè ní àwòṣe ìdẹ́rùbà.
314,"Given all that, here are some questions you can ask about a tool before downloading, purchasing, or using it.","Pẹ̀lú gbogbo ìwọ̀nyí, ìwọ̀nyí ni ìbéèrè tí o lè ṣe kí o tó gba ẹ̀dà irinṣẹ́ sílẹ̀, rà á, tàbí lò ó."
315,How Transparent is it?,Báwo ni mímọ́ gaara rẹ̀ ti rí?
316,There's a strong belief among security researchers that openness and transparency leads to more secure tools.,Oníwàdìí ààbò ní ìgbàgbọ́ wípé ìṣísílẹ̀ àti mímọ́ gaara ni ó ń ṣokùnfa irinṣẹ́ ààbò lọ́pọ̀ yanturu.
317,Much of the software the digital security community uses and recommends is open-source.,Ọ̀pọ̀ nínú iṣẹ́-àìrídìmú tí àwọn òǹlò ẹ̀rọ ayárabíàṣá ń lò tí wọ́n sì fi òǹtẹ̀ lù ni irinṣẹ́ fún lílò.
318,"This means the code that defines how it works is publicly available for others to examine, modify, and share.","Èyí túmọ̀ sí wípé odù tí ó fi ń ṣiṣẹ́ ń wà ní gbangba fún ẹlòmíràn láti yẹ̀wò, túnṣe, àti ṣe àtúnpín."
319,"By being transparent about how their program works, the creators of these tools invite others to look for security flaws and help improve the program.","Nípa mímọ́-gaara irinṣẹ́ẹ wọn, oníṣọnà irinṣẹ́ wọ̀nyí fìwé pe ẹlòmíràn láti yẹ ààbò wọn wò bóyá ó kú díẹ̀ káàtó àti láti ṣe ìmúgbòrò irinṣẹ́ náà."
320,"Open-source software provides the opportunity for better security, but does not guarantee it. ","Iṣẹ́-àìrídìmú ìṣísílẹ̀ ń fún ni láǹfààní ààbò tó péye, ṣùgbọ́n èyí kò dájú."
321,"The open source advantage relies, in part, on a community of technologists actually checking the code, which, for small projects (and even for popular, complex ones), may be hard to achieve.","Dídára iṣẹ́-àìrídìmú ìṣísílẹ̀ wà lọ́wọ́ àwọn onímọ̀ tó ń yẹ odù iṣẹ́-àìrídìmú ìṣísílẹ̀ wò, tí, fún iṣẹ́ kékeré (àti èyí tó gbajúmọ̀, tó díjú), lè nìra láti ṣe."
322,"When considering a tool, see if its source code is available and whether it has an independent security audit to confirm the quality of its security.","Bí o bá fẹ́ yan irinṣẹ́, wò ó bóyá odùu rẹ̀ wà lárọ̀ọ́wọ́tó àti bóyá ó ní ajẹ́rìí ààbò àdáni láti fẹsẹ̀ agbára ààbòo rẹ̀ múlẹ̀."
323,"At the very least, software or hardware should have a detailed technical explanation of how it functions for other experts to inspect.","Ó kéré jù, ó yẹ kí iṣẹ́-àìrídìmú tàbí iṣẹ́-àrídìmú ó ní àlàyé lẹ́kùnúnrẹ́rẹ́ nípa ìṣiṣẹ́ẹ rẹ̀ fún àtúnyẹ̀wò àwọn onímọ̀."
324,How Clear are its Creators About its Advantages and Disadvantages?,Ǹjẹ́ oníṣọnà sọ dáadáa àti àìdáa rẹ̀ yékéyéké? 
325,No software or hardware is entirely secure.,Kò sí iṣẹ́-àìrídìmú tàbí irinṣẹ́-àrídìmú tí a lè sọ pé ààbòo rẹ̀ pé yanrantí.
326,Seek out tools with creators or sellers who are honest about the limitations of their product.,Wá irinṣẹ́ tí oníṣọnà tàbí òǹtà fi ìpààlà àgbéjáde wọn hàn gbangba.
327,Blanket statements that say that the code is “military-grade” or “NSA-proof” are red flags.,"Máà dé ibẹ̀, ewu ń bẹ ni gbólóhùn lásán tó ní odù náà jẹ́ ""military-grade"" tàbí ""NSA-proof""."
328,These statements indicate that the creators are overconfident or unwilling to consider the possible failings in their product.,Gbólóhùn wọ̀nyí ń tọ́ka sí ìfọ̀nu tàbí àìbìkítà láti gbà wípé àgbéjáde wọn lè kùnà.
329,"Because attackers are always trying to discover new ways to break the security of tools, software and hardware needs to be updated to fix vulnerabilities.","Nítorí adojúkọni máa ń gbìdánwò ń gbogbo ìgbà láti wá ọgbọ́n mìíràn dá fi fọ́ ààbò irinṣẹ́, iṣẹ́-àìrídìmú àti iṣẹ́-àrídìmú nílò àtúnṣe láti dí àlàfo tó ń bẹ."
330,"It can be a serious problem if the creators are unwilling to do this, either because they fear bad publicity or because they have not built the infrastructure to do so.","Ó lè jẹ́ ìṣòro nílá bí oníṣọnà ò bá fẹ́ ṣèyí, yálà nítorí ìbẹ̀rù ìkéde àìdára tàbí nítorí wọ́n kò ì kọ́ ohun tí yóò ṣe bẹ́ẹ̀."
331,"Look for creators who are willing to make these updates, and who are honest and clear about why they are doing so.","Wá oníṣọnà tó ṣe tán láti ṣe àtúnṣe, àti tí ó jẹ́ ẹni tó ṣe é f'ọkàn tán, tí ohun gbogbo nípa ìdí tí ó fi ń ṣe bẹ́ẹ̀ hàn gbangba gbàngbà."
332,A good indicator of how toolmakers will behave in the future is their past activity.,Atọ́ka pàtàkì nípa bí oníṣọnà irinṣẹ́ yóò ṣe hùwà lọ́jọ́ iwájú ni pípadà sí ìgbà àtijọ́.
333,If the tool's website lists previous issues and links to regular updates and information—like specifically how long it has been since the software was last updated—you can be more confident that they will continue to provide this service in the future.,Bí irinṣẹ́ ibùdó-ìtàkùn bá to ìṣòro àtijọ́ lẹ́sẹẹsẹ àti ìsopọ̀ tí yóò dárí ẹni sí àtúnṣe àti ìwífún tó wọ́pọ̀ - bí i ní pàtó bí ó ti ṣe wà láti àtúnṣe tó kẹ́yìn - ó lè dáa lójú wípé wọn yóò túbọ̀ máa pèsèe rẹ̀ bẹ́ẹ̀ lọ́jọ́ iwájú.
334,What Happens if the Creators are Compromised?,Kí ló ṣẹlẹ̀ bí oníṣọnà bá níjà? 
335,"When security toolmakers build software and hardware, they (just like you) must have a clear threat model.","Bí oníṣẹ́ ọnà bá kọ́ irinṣẹ́-àìrídìmú àti irinṣẹ́-àrídìmú, àwọn (gẹ́gẹ́ bí ì rẹ) ní láti ní àwòṣe ìdẹ́rùbà tó dá ṣáṣá. "
336,The best creators explicitly describe what kind of adversaries they can protect you from in their documentation.,Oníṣọnà tó dára ré kọjá máa ń ṣàlàyé gbangba irú ọ̀tá tí wọ́n lè ṣe ìdáààbòbò lórí nínú àkọsílẹ̀ wọn.
337,But there's one attacker that many manufacturers do not want to think about: themselves!,Ṣùgbọ́n ó ní adojúkọni kan tí ọ̀pọ̀ oníṣọnà ò fẹ́ ní èrò nípa: ara wọn!
338,What if they are compromised or decide to attack their own users?,Bí wọ́n bá ní ìjà tàbí pinnu láti kọjú òǹlòo wọn ńkọ́?
339," For instance, a court or government may compel a company to hand over personal data or create a “backdoor” that will remove all the protections their tool offers.","Fún àpẹẹrẹ, ilé-ẹjọ́ tàbí ìjọba lè pa á láṣẹ fún ilé-iṣẹ́ láti kó ìwífún-ti-ẹni tàbí ""gba ẹ̀yìn"" yọ ààbò tí irinṣẹ́ wọn fún-un."
340,So consider the jurisdiction(s) where the creators are based.,Wádìí sàkání oníṣọnà.
341,"If you’re worried about protecting yourself from the government of Iran, for example, a US-based company will be able to resist Iranian court orders, even if it must comply with US orders.","Bí o bá níjayà nípa dídáààbò ìwọtìkaraàrẹ lọ́wọ́ ìjọba Iran fún àpẹẹrẹ, ilé-iṣẹ́ kan ní America yóò lè tako ìdájọ́ọ ilé-ẹjọ́ ìlú Iran, kódà bí ó bá jẹ́ gbígba òfin ìlú America."
342,"Even if a creator is able to resist government pressure, an attacker may attempt to break into the toolmakers' own systems in order to attack its customers.","Bí oníṣọnà bá tàpá sí i ìfínnámọ́nilábẹ́ ìjọba, adojúkọni lè gbìdánwò láti wọnú ẹ̀rọ oníṣọnà irinṣẹ́ láti kọjú ìjà sí oníbàárà."
343,The most resilient tools are those that consider this as a possible attack and are designed to defend against this.,Irinṣẹ́ tó dára jù lọ ni àwọn tí ó rí èyí gẹ́gẹ́ bí ìkọjú tí ó lè wáyé àti wípé a ṣe wọ́n láti dá ààbò irú ìdojúkọ báyìí.
344,"Look for language that asserts that a creator cannot access private data, rather than promises that a creator will not.","Wá èdè tí ó fi múlẹ̀ wípé oníṣọnà ò le è rí àyè láti lo ìwífún ibi-ìkọ̀kọ̀, ó sàn ju ìlérí wípé oníṣọnà ò ní rí ìwífún ẹni."
345,Look for institutions with a reputation for fighting court orders for personal data.,Wá ilé-iṣẹ́ tí ó ní òkìkí nípa jíjà fún ìwífún-ti-ẹni ní ilé-ẹjọ́.
346,Has it Been Recalled or Criticized Online?,Ṣé wọ́n ti ṣe àtúnpè tàbí dá ẹnu èébú lù ú lórí ayélujára rí bí?
347,"Companies selling products and enthusiasts advertising their latest software can be misled, be misleading, or even outright lie.","Ilé-iṣẹ́ atàgbéjáde àti onítara tó ń ṣe ìpolówó iṣẹ́-àìrídìmú wọn tuntun lè ṣìnà, ṣini lọ́nà, tàbí parọ́ ńlá."
348,A product that was originally secure might have terrible flaws in the future.,Àgbéjáde tí ó ní ààbò tó péye lè ní àìmọye àṣìṣe lọ́jọ́ iwájú.
349,Make sure you stay well-informed on the latest news about the tools that you use.,Rí i dájú wípé ó ní ìmọ̀ kún ìmọ̀ lórí ìròyìn tuntun nípa irinṣẹ́ tí ò ń lò. 
350,It's a lot of work for one person to keep up with the latest news about a tool.,Kò ṣe é ṣe fún ẹnìkan ṣoṣo láti mọ ìròyìn tuntun nípa irinṣẹ́.  
351,"If you have colleagues who use a particular product or service, work with them to stay informed.","Bí ó bá ní ẹkẹgbẹ́ tí ó ń lo àgbéjáde tàbí iṣẹ́ kan pàtó, bá wọn ṣiṣẹ́ pọ̀ kí o ba ní àlékún ìmọ̀."
352,Which Phone Should I Buy? Which Computer?,Ẹ̀rọ-ìbánisọ̀rọ̀ọ wo ni kí n rà? Ẹ̀rọ-ayárabíàṣá wo?
353,Security trainers are often asked: “Should I buy Android or an iPhone?” or “Should I use a PC or a Mac?” or “What operating system should I use?”,"A máa ń béèrè lọ́wọ́ akọni ni ààbò: ""Èwo ni kí n rà nínú Android tàbí iPhone?"" tàbí ""Èwo ni kí n lò PC tàbí Mac?"" tàbí ""Irú ẹ̀rọ ìṣiṣẹ́ wo ni kí n lò?""."
354,There are no simple answers to these questions.,Kò sí ìdáhùn geere fún ìbéèrè wọ̀nyí.
355,The relative safety of software and devices is constantly shifting as new flaws are discovered and old bugs are fixed.,Ọpọ́n iṣẹ́-àìrídìmú àti ẹ̀rọ ayárabíàṣá ti ń sún látàrí àṣìṣe tuntun àti àtúnṣe sí ti àtijọ́.
356,"Companies may compete with each other to provide you with better security, or they may all be under pressure from governments to weaken that security.","Ilé-iṣẹ́ lè figagbága pẹ̀lú ara wọn láti pèsè ààbò tó péye fún ọ, tàbí kí gbogbo wọn lè wá lábé ìfínnámọ́nilábẹ́ ìjọba láti sọ ààbò di òfúùtùfẹ́ẹ̀tẹ̀."
357,"Some general advice is almost always true, however. When you buy a device or an operating system, keep it up-to-date with software updates.","Ìmọ̀ràn díẹ̀ lọ́pọ̀ ìgbá jẹ́ òdodo, síbẹ̀. Bí o bá ra ẹ̀rọ-ayárabíàṣá tàbí ẹ̀rọ ìṣiṣẹ́, máa fi àtúnṣe kún un."
358,Updates will often fix security problems in older code that attacks can exploit.,Àtúnṣe àfikún yìí yóò ṣe iṣẹ́ ìdáààbòbò tí ó ti mẹ́hẹ nínú odù àtijọ́ tí ìkojú lè yá lò.
359,"Note that some older phones and operating systems may no longer be supported, even for security updates.","Ṣàkíyèsí wípé ẹ̀rọ-ìbánisọ̀rọ̀ọ àtijọ́ àti ẹ̀rọ ìṣiṣẹ́ lè máà wúlò mọ́, paapàá fún àfikún ààbò."
360,"In particular, Microsoft has made it clear that versions of Windows Vista, XP, and below will not receive fixes for even severe security problems. ","Microsoft ní pàtó ti fi yé pé ẹ̀dà Windows Vista, XP, àti lọ sẹ́yìn ò ní rí àtúnṣe fún àìmọye ìṣòro ààbò."
361,"This means that if you use these, you cannot expect them to be secure from attackers.","Èyí já sí wípé bí o bá lo ìwọ̀nyí, o ò jẹ́ lérò wípé o ní ààbò lórí adojúkọni."
362,The same is true for OS X before 10.11 or El Capitan.,Bákan náà ló rí fún OS X kí ó tó kan 10.11 tàbí El Capitan.
363,"Now that you’ve considered the threats you face, and know what to look for in a digital security tool, you can more confidently choose tools that are most appropriate for your unique situation.","Ní báyìí tí o ti gbé ìdẹ́rùbà gbogbo tí ó ń kojúù rẹ, àti tí o ti mọ ohun tí o ní láti yẹ̀wò nínú irinṣẹ́ ààbò ẹ̀rọ-ayárabíàṣá, o lè fi Ògún-un rẹ̀ gbáyà láti yan irinṣẹ́ tí ó dára jù lọ fún ọ."
364,Products Mentioned in Surveillance Self-Defense,Àgbéjáde Tí A Dárúkọ ní Àyẹ̀wò Ìdáààbòbò-ara-ẹni
365,We try to ensure that the software and hardware mentioned in SSD complies with the criteria listed above.,A gbìyànjú láti rí i wípé iṣẹ́-àìrídìmú àti iṣẹ́-àrídìmú tí a dárúkọ ní SSD bá ìlànà tí a kà sílẹ̀ lókè mu.
366,We have made a good faith effort to only list products that:,A ti gbìyànjú ka àwọn àgbéjáde tó dára:
367,"have a solid grounding in what we currently know about digital security,","ní ìmọ̀ tó jinlẹ̀ nínú ààbò ẹ̀rọ ayárabíàṣá bó ṣe ń lọ lọ́wọ́,"
368,"are generally transparent about their operation (and their failings),","tí ó mọ́ gaara nípa iṣẹ́ wọn (àti àṣìṣe wọn),"
369,"have defenses against the possibility that the creators themselves will be compromised, and","ní ààbò atakò aìíṣeémọ̀ bí oníṣọnà lè ní ìjàdù, àti"
370,"are currently maintained, with a large and technically-knowledgeable user base.","pípamọ́, pẹ̀lú òǹlò tó ní àlékún ìmọ̀ ẹ̀rọ."
371,"We believe that they have, at the time of writing, a wide audience who is examining them for flaws, and would raise concerns to the public quickly.","Lákòókò àkọsílẹ̀, a gbàgbọ́ wípé wọ́n ní ọ̀kẹ́ àìmọye èèyàn tó ń ṣe àyẹ̀wò àìṣe déédéé wọn, èyí yóò gbé awuye sétí aráyé lẹ́sẹ̀kẹsẹ̀."
372,Please understand that we do not have the resources to examine or make independent assurances about their security.,Jọ̀wọ́ wòye wípé a kò ní ohun èlò láti ṣàyẹ̀wò tàbí ṣe ìdánilójú aládàáni nípa ààbòo wọn.
373,We do not endorse these products and cannot guarantee complete security.,A kò fi òǹtẹ̀ lu àgbéjáde wọ̀nyí àti pé a kò le è jẹ́rìí wípé wọ́n ní ààbò pípéye.
374,Communicating with Others,Títàkùrọ̀sọ Pẹ̀lú Ẹlòmíràn
375,"Telecommunication networks and the Internet have made communicating with people easier than ever, but have also made surveillance more prevalent than it has ever been in human history.","Ẹ̀rọ ìgbọ́rọ̀sáfẹ́fẹ́ àti ayélujára ti mú ìtàkùrọ̀sọ pẹ̀lú ẹlòmíràn rọrùn ju ti àtẹ̀yìnwá lọ, ṣùgbọ́n ó ti mú iṣẹ́ alamí gbòòrò sí i láyé tí a wà yìí."
376," Without taking extra steps to protect your privacy, every phone call, text message, email, instant message, voice over IP (VoIP) call, video chat, and social media message may be vulnerable to eavesdroppers.","Láì gbégbèésẹ̀ to lààmìlaka tí yóò dáàbò bo ibi-ìkọ̀kọ̀ rẹ, àwọn elétí-ọfẹ lè máa tẹ́tí sí gbogbo ìpè, àtẹ̀jíṣẹ́, ímeelì, iṣẹ́-ìjẹ́ oníwàràǹṣesà, ìpè ohun lóríi IP, (VoIP) ìtàkùrọ̀sọ àwòrán fídíò, àti iṣẹ́-ìjẹ́ ẹ̀rọ-alátagbà rẹ."
377,"Often the safest way to communicate with others is in person, without computers or phones being involved at all.",Láyìmoye ìgbà ni ìtàkùrọ̀sọ ojúkorojú láàbò tó pé ju ẹ̀rọ-ayárabíàṣá tàbí ẹ̀rọ-ìbánisọ̀rọ̀ lọ.
378,"Because this isn’t always possible, the next best thing is to use end-to-end encryption while communicating over a network if you need to protect the content of your communications.","Nítorí bẹ́ẹ̀, ohun tó dára ní ṣíṣe ni láti lo ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin bí o bá ń tàkùrọ̀sọ lórí ìṣàsopọ̀ fún ààbò ìtàkùrọ̀sọọ̀ rẹ."
379,How Does End-to-End Encryption Work?,Báwo ni Ìyí-dátà-padà-sí-odù-ààbò Òpin-dé-òpin ṣe ń ṣiṣẹ́?
380,"When two people want to communicate securely (for example, Akiko and Boris) they must each generate crypto keys.","Bí ẹni méjì bá fẹ́ tàkùrọ̀sọ tí wọn kò sì fẹ́ kí ẹnìkẹ́ta ó f'etíkó o (fún àpẹẹrẹ, Akiko àti Boris) wọn gbọdọ̀ ṣe àgbàjáde kọ́kọ́rọ́ àìrí."
381,Before Akiko sends a message to Boris she encrypts it to Boris's key so that only Boris can decrypt it.,"Kí Akiko ó tó fi iṣẹ́-ìjẹ́ ránṣẹ́ sí Boris, ó lo ìyódùpadàfáàbò sí kọ́kọ́rọ́ọ Boris tí ó fi jẹ́ wípé Boris nìkan ló lè tú ìyí-dátà-padà-sí-odù-ààbò yìí."
382,Then she sends the already-encrypted message across the Internet.,Lẹ́yìn ìgbà náà ni yóó fi iṣẹ́-ìjẹ́ tí a ti yí odùu rẹ̀ padà fún ààbò ránṣẹ́ lórí ẹ̀rọ ayélujára.
383,If anyone is eavesdropping on Akiko and Boris—even if they have access to the service that Akiko is using to send this message (such as her email account)—they will only see the encrypted data and will be unable read the message.,"Bí ẹnikẹ́ni bá ń tẹ́tí sí ìtàkùrọ̀sọ Akiko àti Boris - kódà bí wọ́n bá rí ọ̀nà wọ apèsè tí Akiko ń lò fi ṣe olùránṣẹ́ iṣẹ́-ìjẹ́ (gẹ́gẹ́ bí ìṣàmúlò ímeelìi rẹ̀) - odù tí a yí padà fún ààbò nìkan ni wọ́n máa rí, wọn kò ní lè ka iṣẹ́-ìjẹ́ náà."
384,"When Boris receives it, he must use his key to decrypt it into a readable message.","Bí Boris bá gbà á, ó ní láti lo kọ́kọ́rọ́ọ rẹ̀ láti fi tú u kí ó bá jẹ́ rírí kà."
385,"End-to-end encryption involves some effort, but it's the only way that users can verify the security of their communications without having to trust the platform that they're both using.","Ìyódùpadàfáàbò òpin-dé-òpin gba akitiyan tó pọ̀, ṣùgbọ́n ó jẹ́ ọ̀nà kan ṣoṣo tí òǹlò fi lè ṣ'àyẹ̀wò ààbò ìtàkùrọ̀sọ láì ṣiyèméjì nípa ààbò gbàgede tí wọ́n ń lò."
386,"Some services, such as Skype, have claimed to offer end-to-end encryption when it appears that they actually don't. ","Ìpèsè mìíràn, bíi Skype, fi yé wípé òun ń lo ìyódùpadàfáàbò òpin-dé-òpin síbẹ̀ ó jọ wípé wọn kò lò ó."
387,"For end-to-end encryption to be secure, users must be able to verify that the crypto key they're encrypting messages to belongs to the people they believe they do.","Kí ìyódùpadàfáàbò òpin-dé-òpin ó tó ó ṣiṣẹ́ dáadáa, òǹló gbọdọ̀ ní aṣàyẹ̀wò tí yóó tú àṣìírí bóyá kọ́kọ́rọ́ àìrí tí wọn ń fi ń ṣe ìyódùpadàfáàbò iṣẹ́-ìjẹ́ jẹ́ ti ẹni tó yẹ kí ó jẹ́."
388,"If communications software doesn't have this ability built-in, then any encryption that it might be using can be intercepted by the service provider itself, for instance if a government compels it to.","Bí iṣẹ́-àìrídìmú ìtàkùrọ̀sọ ò bá leè ṣe irú iṣẹ́ yìí, èyíkéyìí ìyí-dátà-padà-sí-odù-ààbò tí ó lè máa lò lè ní ìkọlù apèsè gan-an, bóyá bí ìjọba bá pa á láṣẹ láti ṣe bẹ́ẹ̀."
389,"You can read Freedom of the Press Foundation's whitepaper, Encryption Works for detailed instructions on using end-to-end encryption to protect instant messages and email.","O lè ka ìwé àpilẹ̀kọ Freedom of the Press Foundation, ìyí-dátà-padà-sí-odù-ààbò ṣiṣẹ́ fún ẹ̀kúnrẹ́rẹ́ àṣẹ lóríi bí a ṣe ń lo ìyódùpadàfáàbò òpin-dé-òpin fún ààbò iṣẹ́-ìjẹ́ oníwàràǹṣesà àti ímeelì."
390,Be sure to check out the following SSD modules as well:,Rí i dájú pé o yẹ SSD ìsàlẹ̀ yìí wò:
391,An Introduction to Public Key Cryptography and PGP,Ọ̀rọ̀ Àkọ́sọ Lórí Kọ́kọ́rọ́ Ìyí-dátà-padà-sí-odù-ààbò Gbogboògbò àti PGP
392,How to: Use OTR for Windows,Bí a ṣe lè: Lo OTR fún Windows
393,How to: Use OTR for Mac,Bí a ṣe lè: Lo OTR fún Mac
394,Voice Calls,Ìpè Ohun
395,"When you make a call from a landline or a mobile phone, your call is not end-to-end encrypted.","Bí o bá ń pè lóríi ẹ̀rọ-ìbánisọ̀rọ̀ọ oríi tábìlì tàbí lóríi ẹ̀rọ-ìbánisọ̀rọ̀ọ alágbèéká, a kò lo yí-dátà-rẹ̀-padà-sí-odù-ààbò òpin-dé-òpin fún ìpè rẹ."
396,"If you're using a mobile phone, your call may be (weakly) encrypted between your handset and the cell phone towers.","Bí o bá ń lo ẹ̀rọ-ìbánisọ̀rọ̀ọ alágbèéká, ẹ̀rọ-ìléwọ́ àti òpó agbáfẹ́fẹ́-ọ̀rọ̀-ká lè máa lágbára tó lórí ìpèè rẹ."
397,"However as your conversation travels through the phone network, it's vulnerable to interception by your phone company and, by extension, any governments or organizations that have power over your phone company.","Síbẹ̀ bí ìtàkùrọ̀sọọ̀ rẹ bá gba ìṣàsopọ̀ kọjá, o lè ní ìkọlù láti apá ilé-iṣẹ́ ìṣàsopọ̀ ẹ̀rọ-ìbánisọ̀rọ̀ àti pẹ̀lú ìtànká, ìjọbakíjọba tàbí àjọ tí ó ní agbára lóríi ilé-iṣẹ́ ẹ̀rọ-ìbánisọ̀rọ̀ọ rẹ."
398,The easiest way to ensure you have end-to-end encryption on voice conversations is to use VoIP instead.,Ọ̀nà tó rọrùn jù lọ fún àrídájú ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin lórí ìtàkùrọ̀sọ ohun ni láti lo VoIP.
399,"Beware! Most popular VoIP providers, such as Skype and Google Hangouts, offer transport encryption so that eavesdroppers cannot listen in, but the providers themselves are still potentially able to listen in.","Kíyèsára! Àwọn apèsè VoIP tó jẹ́ gbajúmọ̀, gẹ́gẹ́ bíi Skype àti Google Hangout, máa ń lo ìyí-dátà-padà-sí-odù-ààbò ìṣíkúrò kí àwọn atẹ́tí sí ìtàkùrọ̀sọ ó máà le è gbọ́, àmọ́ṣá apèsè tìkára wọn lè máa gbọ́. "
400,"Depending on your threat model, this may or may not be a problem.","Ó dá lórí, àwòṣe ìdẹ́rùbà rẹ, èyí lè jẹ́ ìṣòro, ó sì lè máà jẹ́sòro. "
401,"In order to have end-to-end encrypted VoIP conversations, both parties must be using the same (or compatible) software.","Fún ìtàkùrọ̀sọ VoIP tí a ti yí dátà rẹ̀ padà sí odùu fún ààbò, ẹni méjèèjì tó ń tàkùrọ̀sọ gbọdọ̀ lo iṣẹ́-àìrídìmú kan náà (tàbí èyí tí ó bára wọn mu)."
403,Standard text (SMS) messages do not offer end-to-end encryption.,Àtẹ̀jíṣẹ́ tí a mọ̀ bí ẹní m'ọwọ́ (SMS) ò lo ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin.
404,"If you want to send encrypted messages on your phone, consider using encrypted instant messaging software instead of text messages.","Bí o bá fẹ́ fi iṣẹ́-ìjẹ́ tí a ti yí dátà rẹ̀ padà sí odùu ààbò ránṣẹ́ lórí ẹ̀rọ-ìbánisọ̀rọ̀ rẹ, o ò ṣe lo iṣẹ́-àìrídìmú ìyí-dátà-padà-sí-odù-ààbò fún iṣẹ́-ìjẹ́ oníwàràǹṣesà dípò àtẹ̀jíṣẹ́."
405,Some end-to-end encrypted instant messaging services use their own protocol.,Díẹ̀ nínú àwọn iṣẹ́-ìjẹ́ oníwàràǹṣesà tí a ti yí dátà rẹ̀ padà sí odùu ààbò ìfẹ́nukò ti wọn.
406,"So, for instance, users of Signal on Android and iOS can chat securely with others who use those programs.","Wàyí, ẹ wò ó báyìí, àwọn òǹlòo Signal lórí Android àti iOS lè sọ̀rọ̀ bótibòti pẹ̀lú ààbò lóríi gbàgede wọ̀nyí."
407,"ChatSecure is a mobile app that encrypts conversations with OTR on any network that uses XMPP, which means you can choose from a range of independent instant messaging services.","Áàpù tí máa ń yí odù ìtàkùrọ̀sọ padà fún ààbò pẹ̀lú OTR lórí èyíkéyìí ìṣàsopọ̀ tó ń lo XMPP ni ChatSecure, tí ó túmọ̀ sí wípé ó lè ṣ'àṣàyànan nínú oríṣiríṣi iṣẹ́-ìjẹ́ àdádúró tí ó hùn ọ́ nínú àìmọye tó wà."
408,Instant Messages,Iṣẹ́-ìjẹ́ Oníwàràǹṣesà
409,Off-the-Record (OTR) is an end-to-end encryption protocol for real-time text conversations that can be used on top of a variety of services.,Ìfẹ́nukò  ìyí-dátà-padà-sí-odù-ààbò òpin-dé-òpin fún ìtàkùrọ̀sọ alátẹ̀jíṣẹ́ ojú-ẹsẹ̀ tó ṣe í lò lórí onírúurú iṣẹ́ ni Àìsí-lákọsílẹ̀ (OTR).
410,Some tools that incorporate OTR with instant messaging include:,Àwọn irinṣẹ́ tó ní OTR nínú pẹ̀lú iṣẹ́-ìjẹ́ oníwàràǹṣesà ni:
411,"Most email providers give you a way of accessing your email using a web browser, such as Firefox or Chrome.","Ọ̀pọ̀ apèsè ímeèlì fún ọ láàyè láti yẹ ímeèlìi wò lórí ìtàkùn aṣàwáríkiri, gẹ́gẹ́ bíi Firefox tàbí Chrome."
412,"Of these providers, most of them provide support for HTTPS, or transport-layer encryption.","Nínú apèsè wọ̀nyí, ìtìlẹ́yìn wà fún HTTPS, tàbí ìyí-dátà-padà-sí-odù-ààbò ìpele-ìṣíkúrò."
