,English,Yoruba
1178,The cunning that the tortoise has will always rank behind that of the snail.,"Ọgbọ́n tí ahún gbọ́n, ẹ̀yìn ni yó máa tọ ti ìgbín."
1179,The same cunning with which the toad killed the buffalo will show it how to eat the prey.,Ọgbọ́n tí ọ̀pọ̀lọ́ fi pa ẹfọ̀n ló fi ń jẹ ẹ́.
1180,It is with cunning that a grown man runs away from a bull.,Ọgbọọgbọ́n làgbàlagbàá fi ń sá fún ẹran ńlá.
1181,It is on a playful occasion that one argues about matters.,Ọjọ́ eré là ń jiyàn ohun.
1182,The day the drum begins to beat the drummer is the day he should seek another employment.,"Ọjọ́ tíìlùú bá ń lu onílù, iṣẹ́ mìíràn-án yá."
1183,The day the person who did the hiring makes a sacrifice is the day the hired hand eats and drinks.,Ọjọ́ tí olówó ń ṣẹbọ ni à-wà-jẹ-wà-mu ìwọ̀fà.
1184,"The squirrel weeps for want of a stately garment; the garment the àjàò bird made last year, what did it do with it? Was it not tree climbing it used the garment for?",Ọ̀kẹ́rẹ́ ń sunkún agbádá; èyí tí àjàòó dá léṣìí kí ló fi ṣe? Ṣebí igi ló fi n gùn.
1185,It is other people's hoe that one uses to clear a mound of rubbish.,Ọkọ́ ọlọ́kọ́ la fi ń gbọ́n èkìtì.
1186,One at a time is how one extricates one's feet from a mire.,Ọ̀kọ̀ọ̀kan là ń yọ ẹsẹ̀ lábàtà.
1187,One at a time is how one removes one's legs from a masquerade costume.,Ọ̀kọ̀ọ̀kan là ń yọ ẹsẹ̀ lẹ́kù.
1188,An easy-going man's gentle mien hides a strong disposition.,Ọkùnrin jẹ́jẹ́ a-bìwà-kunkun.
1189,"If the grindstone did not move, how did it get to Ìbarà? Is Ìbarà the home of grindstones?",Ọlọ ò lọ ló dé Ìbarà? Ìbarà a máa ṣe ilé ọlọ?
1190,The wise person bites one like a mosquito; the mad person bites one like a gadfly.,Ọlọ́gbọ́n jẹni bí ẹmùrẹ́n; aṣiwèré jẹni bí ìgbọ̀ngbọ̀n.
1191,Only a wise person can decipher the meaning of speech.,Ọlọgbọ́n ló lè mọ àdììtú èdè.
1192,"The cunning man is watching a hole, and the knowledgeable person is standing by him; the cunning man exclaims, “Ha, it has sprung out!” The knowledgeable person responds, “Ha, I have grabbed it!” The cunning person asks, “What did you grab?” The knowledgeable person asks in turn, “What did you say sprang out?”","Ọlọgbọ́n ń dẹ ihò, ọ̀mọ̀ràn-án dúró tì í; ọlọgbọ́n ní “Háà, ó jáde!”Ọ̀mọ̀rán ní “Háà, mo kì í!”Ọlọgbọ́n ní “Kí lo kì?” Ọ̀mọ̀rán ní “Kí nìwọ náà-á ló jáde?”"
1193,The wise child will inherit glory; the idiot child will bring shame home with him.,Ọlọgbọ́n ni yó jogún ògo; aṣiwèrè ni yó ru ìtìjú wálé.
1194,A wise child gladdens the heart of his father; an imbecile of a child saddens the heart of his mother.,Ọlọgbọ́n ọmọ ní ń mú inúu bàbá ẹ̀ dùn; aṣiwèrè ọmọ ní ń ba inú ìyá ẹ̀ jẹ́.
1195,The owner of the market never wishes the market to be disrupted.,Ọlọ́jà kì í wí pé kọ́jà ó tú.
1196,The wine seller never realizes that his child is a thief.,Ọlọ́tí kì í mọ ọmọ ẹ̀ lólè
1197,Ọlọ́tọ̀ says his ways are different; his mother dies at home and he takes her to the farm for burial.,"Ọlọ́tọ̀ọ́ ní tòun ọ̀tọ̀; ìyá ẹ̀ẹ́ kú nílé, o gbé e lọ sin sóko."
1198,The child of a cripple who bought shoes for his father is asking for a stern lecture.,"Ọmọ atiro tó ra bàtà fún bàbá ẹ̀, ọ̀rọ̀ ló fẹ́ gbọ́."
1199,"One's child may be beautiful, but one cannot make her one's wife.","Ọmọ ẹní dàra, bíi ká fi ṣaya kọ́."
1200,"Other people's children are not like one's own; when one's child eats pounded yams, other people's children will eat corn meal loaf.","Ọmọ ẹni ẹlẹni ò jọ ọmọ ẹni; ọmọ eni ìbá jiyán, ọmọ ẹni ẹlẹ́ni a jẹ̀kọ."
1201,"One does not, after one's child defecates, wipe the child's anus with the abrasive elephant grass.",Ọmọ ẹni kì í gbọnsẹ̀ ká fi eèsún nù ú nídìí.
1202,It is the child of fire that one sends on an errand to fire.,Ọmọ iná là ń rán síná.
1203,"“My child did not have enough to eat,” we understand; “My child had enough to eat but had no snuff to snort,” that we do not understand.","“Ọmọọ̀ mi ò yó” la mọ̀; “ọmọọ̀ mí yó, ṣùgbọ́n kò rí sáárá fẹ́,” a ò mọ ìyẹn."
1204,A fatherless child should not engage in an unjust fight.,Ọmọ tí ò ní baba kì í jìjà ẹ̀bi.
1205,"A small child does not know what war is like, hence, he says that war should break out, for when it does he will go hide in his mother's room.","Ọmọdé kékeré ò mọ ogun, ó ní kógun ó wá, ó ní bógún bá dé òun a kó síyàrá ìyá òun."
1206,A small child never knows when kúròkúrò takes its leave.,Ọmọdé kì í mọ àkókò tí kúrò-kúròó fi ń kúrò.
1207,A child does not know so much history and know so much hearsay that it knows the day of its creation.,"Ọmọde kì í mọ ìtàn, kó mọ à-gbọ́-wí, kó mọ ọjọ́ tí a ṣe ẹ̀dá òun."
1208,A child is never so careful about eating corn meal that it does not smear the meal on its mouth.,Ọmọdé kì í mọ orií jẹ kó má rá a lẹ́nu.
1209,A child does not have fire at home and therefore escape being burned by the fire abroad.,Ọmọdé kì í ní ina níle kí tòde má jòó o.
1210,"A child knows snuff, but does not know how to grind and turn the tobacco.","Ọmọdé mọ sáárá, ṣùgbọ́n kò mọ àlọ̀yí."
1211,"A child says that people do eat vultures, and its father says people do not; the child says someone did eat a vulture in its presence; its father asks, who? The child says the person is dead.","Ọmọdé ní wọ́n ńjẹ igún, bàbá ẹ̀ẹ́ ní wọn kì í jẹ ẹ́; ó ní ẹnìkán jẹ ẹ́ rí lójú òun; bàbá ẹ̀ẹ́ ní ta ni? Ó ní ẹni náà ò sí."
1212,A child does not recognize a vegetable and calls it medicine.,"Ọmọdé ò mẹ̀fọ́, ó ń pè é légbògi."
1213,A child does not know medicine and he therefore calls it vegetables; it does not recognize it as what killed its father.,"Ọmọdé ò mọ oògùn, ó ń pè é lẹ́fọ̀o?; kò mọ̀ pé ikú tó pa baba òun ni."
1214,A child does not know medicine and says it is a thorn.,Ọmọdé ò moògùn ó ń pè é lẹ́gùn-ún.
1215,"Child, keep your eyes on me; one keeps one's eyes on the person who takes one visiting.","Ọmọdé yìí, máa wò mí lójú, ẹni (tí) a bá lọ sóde là ń wò lójú."
1216,Only a sage knows the pregnancy of a snail.,Ọ̀mọ̀ràn ní ń mọ oyún ìgbín.
1217,It is a small walking-stick that goes before the person who walks a path overhung with foliage that is wet with morning dew.,Ọ̀pá gbóńgbó ní n ṣíwájú agbọ́ọni.
1218,Gratitude is what befits the slave.,Ọpẹ́ ló yẹ ẹrú.
1219,A person who is like the divining string: unless you throw him down he will not talk sense.,"Ọ̀pẹ̀lẹ̀ èèyàn, bí a ò bá gbé e lulẹ̀, kò níí lè fọhùn ire."
1220,"The toad tells the snake to follow it, for it does not fight except by the roadside.",Ọ̀pọ̀lọ́ ní kéjò máa kálọ; ìjà òún di ojú ọ̀nà.
1221,"The toad boasts that it knows how to string beads; who, though, would put a toad's beads around his child's waist?",Ọ̀pọ̀lọ́ ní òún lè sín ìlẹ̀kẹ̀; ta ní jẹ́ fi ìlẹ̀kẹ̀ ọ̀pọ̀lọ́ sídìí ọmọọ ẹ̀?
1222,The toad struts nonchalantly before the person cooking ẹ̀gúsí stew; the person cooking the ẹ̀gúsí stew will never add it to the ingredients.,Ọ̀pọ̀lọ̀ ń yan káńdú-kàǹdù-káńdú lóju ẹlẹ́gùúsí; ẹlẹ́gùúsí ò gbọdọ̀ yí i lata.
1223,The toad does not know the way to the stream and turns matters into a jest.,"Ọ̀pọ̀lọ́ ò mọ̀nà odò, ó dà á sí àwàdà."
1224,It is a deluge that chases the eégún masquerader indoors indefinitely.,Ọ̀pọ̀lọpọ̀ òjò ní ń lé eégún wọlé kẹri-kẹri.
1225,One problem serves as the basis for a law that will apply to another case.,Ọ̀ràn kan la fi ń ṣòfin ọ̀kan.
1226,From other people's problems one learns wisdom.,Ọ̀ràn ọlọ́ràn la fi ń kọ́gbọ́n.
1227,A matter that is unpalatable hardens the eyes.,"Ọ̀ràn tí ò sunwọ̀n, konko ǹ ṣojú."
1228,A problem is not so formidable that one attacks it with a knife; one tackles it with the mouth.,"Ọ̀rọ̀ kì í gbórín ká fi ọ̀bẹ bù ú, ẹnu la fi ń wí i."
1229,Words are the things with which to savor the delicious broth of words.,Ọ̀rọ̀ la fi ń jẹ omitooro ọ̀rọ̀.
1230,Discourse says it has no home; people engage in it wherever they please.,Ọ̀rọ̀ọ́ ni òun ò nílé; ibi tí wọ́n bá rí ni wọ́n ti ń sọ òun.
1231,Good talk brings the kola-nut out of the pouch; provocative talk draws the arrow out of th quiver.,Ọ̀rọ̀ rere ní ń yọ obì lápò; ọ̀rọ̀ búburú ní ń yọ ọfà lápó.
1232,Whatever a wiseman says will be heard repeated by the nitwit.,"Ọ̀rọ̀ tí ọlọgbọ́n bá sọ, ẹnu aṣiwèrè la ti ń gbọ́ ọ."
1233,A problem that is too complicated to resolve becomes the sole responsibility of the person concerned; the world leaves him/her to his/her devices.,"Ọ̀rọ̀ tó dojú rú di ti ọlọ́rọ̀, ayé á dẹ̀yìn."
1234,The bow-string is taut while it remains on the bow; dipped into the river it becomes very soft indeed.,"Ọsán gbé ojú ọrun le kókó; bó bá wọ odò, a di ọ̀-rọ̀-pọ̀jọ̀-pọ̀jọ̀."
1235,It is not yet noon time in heaven; whoever is anxious to get there may go ahead by himself/herself.,Ọ̀sán ọ̀run ò pọ́n; ẹni tó bá yá kó máa bá tiẹ̀ lọ.
1236,It is in the hands of an imbecile that one finds a severed arm.,Ọwọ́ aṣiwèrè ni a gbé ń bá apá yíya.
1237,The regard one has for the knob is the one with which one clothes the tree; the regard one has for the gods is the same that one invests the albino with.,Ọ̀wọ̀ọ kókó la fi ń wọ igi; ọ̀wọ̀ òrìṣà la fi ń wọ àfín.
1238,Press it well on the head; puff it out; the eyebrow is the limit for the cap.,"Rà á ire, gà á ire; ìpéǹpéjú ni àlàa fìlà."
1239,The meandering person knows where he is headed.,Ràdà-ràdà-á mọ ibi tí ó ńrè.
1240,It is because one sees the vulture that one shoots arrows at it.,Rírí tí a rí igún la fi ń ta igún lọ́fà.
1241,"“Go with me to my in-laws' home,” and he wore a garment made from rich hand-woven material.","“Sìn mí ká relé àna,” ó wẹ̀wù ẹtù."
1242,Spreading rumors into the ears of the subject of the rumor brings disgrace to one.,"Sọ̀rọ̀ kí ọlọ́rọ̀ gbọ́, àbùkù ní ń fi kanni."
1243,Ṣango does not fight and destroy the enclosure for dyeing.,Ṣàǹgó kì í jà kó mú ilé aró.
1244,"Ṣàngó says he gathers people around him to fight together; Èṣù asks if Ṣàngó includes people like him, and Ṣàngó says Èṣù is the exception.",Ṣàngó ní òun ní ń kó ọkùnrin suuru bá jà; Èṣù ní bíi tòun? Ṣàngó ní kí tÈṣù kúrò.
1245,"Does “Give me some yam” go before “Hello there, you working man.”?",“Ṣe mí níṣu” ní ń ṣíwájú “ẹ kúuṣẹ́” bí?
1246,The beaded musical gourd is not something to play with a stick.,Ṣẹ̀kẹ̀rẹ̀ ò ṣéé fọ̀pá na.
1247,"Handcuffs are pretty, but the blacksmith does not fashion them for his own child.","Ṣẹ́kẹ́ṣẹkẹ̀ dára, ṣùgbọ́n alágbẹ̀dẹ ò rọ ọ́ fún ọmọ ẹ̀."
1248,Perfidy has no home; the home of Èṣù is the crossroads.,Sútà ò nílé; ìkóríta lÈṣù ń gbé.
1249,"Which of the Ààrẹ́'s slaves is a person of any account? We said we came looking for Ìdaganna, and you ask, “Ìdakolo?”","Ta lèèyàn nínú ẹrú Ààrẹ? A ní Ìdaganna la wá wá, ẹ ní Ìdakolo?"
1250,Who would eat soap and wash clothes with fermented beans?,Ta ní jẹ́ jẹ ọṣẹ kó fògìrì fọṣọ?
1251,Who can know the secret of the rain if not Ṣàngo?,"Ta ní mọ̀dí òjò, bí kò ṣe Ṣàngó?"
1252,"Snuff that is not pleasant, the mouth cannot not sell.","Tábà tí ò dùn, ẹnu ò tà á."
1253,“Mine is not urgent.” which prevents the son of the blacksmith from owning a sword.,"“Tèmi ò ṣòro,” tí kì í jẹ kọ́mọ alágbẹ̀dẹ ní idà."
1254,One's own thing is what impresses one; the ant has a child and names it The-one-who-rolls-mightily-around.,Tẹni ní ń jọnilójú; eèràá bímọọ ẹ̀ ó sọ ọ́ ní òyírìgbí.
1255,One's own is one's own; when a man without a wife roasts yams he cuts a piece for his child.,Tẹni-n-tẹni; bí àpọ́n bá sun iṣu a bù fọ́mọọ ẹ̀.
1256,A child's learning to walk comes before running.,Tẹ̀tẹ́ ní ń ṣíwájú eré sísa.
1257,"“Your condition is better; My condition is better,” is what gets two invalids into a fight.","Tiè̩é̩ sàn, tèmí sàn, lolókùnrùn méjì fi ń dìmú."
1258,The lazy person eats the products of his native wisdom; only a fool does not know what devious way will be fruitful.,Tinú ọ̀lẹ lọ̀lẹ ń jẹ; aṣiwèrè èèyàn ni ò mọ èrú tí yó gbà.
1259,When one is on fire one's reaction is extremely agile.,Wàrà-wàrà là ń yọ oró iná.
1260,"An imbecile makes an entertaining spectacle, but one would not want one as one's child.","Wèrèé dùn-ún wò, kò ṣéé bí lọ́mọ."
1261,Madness differs from the singing of Islamic songs; the singing of Islamic songs is not madness; fighting is different from playing.,Wèrèé yàtọ̀ sí wéré; wéré kì í ṣe wèrè; ìjá yàtọ̀ sí eré.
1262,A child's journey home from a nettle bush is fast indeed.,Wéré-wéré lọmọdé ń bọ oko èèsì.
1263,"Keep your eyes on my face, and keep your eyes on my cheeks; one keeps one's eyes on the person with whom one goes visiting.","Wò mí lójú, wò mí lẹ́ẹ̀kẹ́; ẹni a bá lọ sóde là ń wò lójú."
1264,“Look after the child for me”: she wears three durable hand-loom wrappers to tatters; how many would the mother of the child herself wear out?,“Wo ọmọọ̀ mi dè mí”: ó ń lo kíjìpá mẹ́ta gbó; mélòó ni ọlọ́mọọ́ máa lò gbó?
1265,The sanitary inspector does not inspect a wasp's home without coming to grief.,Wolé-wolé kì í wolé agbọ́n láì tẹ́.
1266,"People said, “Blind man, you did not light a lamp.” He asked, night or day, which one would his eyes register?","Wọ́n ní, “Afọ́jú, o ò tanná alẹ́.” Ó ní àtọ̀sán àtòru, èwo lòún rí níbẹ?"
1267,"They said to the blind man, “Blind man, you son has killed a game.” He responds that he cannot believe them until he has tasted the meat.","Wọ́n ní, “Afọ́jú, ọmoọ̀ ẹẹ́ pẹran.” Ó ní kò dá òun lójú, àfi bí òún bá tọ́ ọ wò."
1268,We scoop water from the water pot and see a masquerader; what will the person who goes to draw water at the river find?,A bu omi lámù a rí eégún; kí ni ẹni tó lọ sódò lọ pọnmi yó rìí?
1269,You are given yams at Ọyọ and you rejoice; have you secured wood to cook them?,A fún ọ níṣu lỌ́yọ̀ọ́ ò ń dúpẹ́; o rígi sè é ná?
1270,One dips one leg into the stream and the water tugs at it; what if one had dipped both legs into it?,A ki ẹsẹ̀ kan bọ odò omi fà á; bí a bá wá ti mejèèjì bọ̀ ọ́ ń kọ́?
1271,One does not fight at night with a braggart.,A kì í bá ẹlẹ́nu jìjà òru.
1272,One does not insult a king with a goitre in the presence of his people.,A kì í bú ọba onígẹ̀gẹ̀ lójú àwọn èèyàn-án ẹ̀.
1273,One does not fight to save another person's head only to have a kite carry one's own away.,A kì í du orí olórí kí àwòdì gbé tẹni lọ.
1274,One does not eat scalding stew in a hurry.,A kì í fi ìkánjú lá ọbẹ̀ gbígbóná.
1275,"One does not sit at home, not go to war, and yet be shot with an arrow.",A kì í gbélé gba ọfá láìlọ ogun.
1276,One does not gather olú-ọrán mushrooms in haste; two hundred of them are not enough to make a stew.,A kì í kánjú tu olú-ọrán; igba ẹ̀ ò tóó sebẹ̀.
1277,One never sees the bottom of the ocean; no one ever sees the bottom of the lagoon; a well-bred woman will never expose her buttocks to anyone.,A kì í rídìí òkun; a kì í rídìí ọsà; ọmọ-oní-gele-gele kì í jẹ́ kí wọ́n rídìí òun.
1278,One does not look into the eyes of a person and still tell a lie against that person.,A kì í rójú ẹni purọ́ mọ́ni.
1279,One does not speak of a beheading in the presence of a child; otherwise his gaze will be fixated on the neck of the person concerned.,A kì í sọ̀rọ̀ orí bíbẹ́ lójú ọmọdé; lọ́rùnlọ́rùn ni yó máa wo olúwaa ẹ̀.
1280,"One struggles to save the chick from certain death, and it complains that one is preventing it from foraging at the dump.","À ń gba òròmọ adìẹ lọ́wọ́ ikú, ó ní wọn ò jẹ́ kí òun jẹ̀ láàtàn."
1281,"You are told that a job is your responsibility and you say you are on your way to the farm; you may be on your way to the farm, but the job will be there on your return.","A níṣẹ́ iṣẹ́ ẹ, o ní ò ń lọ sóko; bó o bá lọ sóko ò ń bọ̀ wá bá a nílé."
1282,Marking one's face with kẹ́kẹ́ is a quest for beauty; marking one's face with àbàjà is a quest for beauty.,"À ń ṣa kẹ́kẹ́, aájò ẹwà ni; à ń bàbàjà, aájò ẹwà ni."
1283,"The funeral is over, but the calabash beater does not take his leave; does he want to inherit a wife?","A sìnkú tán, alugba ò lọ; ó fẹ́ ṣúpó ni?"
1284,"The razor begs the scalp; the wayfarer's soles beg the path; waist beads beg the home-woven cloth; when the begging is done, one lets matters drop.","Abẹ ní ń bẹ orí; oníṣẹ́ àtẹ́lẹsẹ̀ ní ń bẹ ọ̀nà; bèbè ìdí ní ń bẹ kíjìpá; bí a dáwọ́ọ bíbẹni, a tán nínú ẹni."
1285,The needle makes an almost inaudible sound when it drops into the water; Ọdọfin said he heard a loud splash.,Abẹ́rẹ́ bọ́ sómi táló; Ọ̀dọ̀fín ní òun-ún gbọ́ “jàbú!”
1286,"Nursing mother, make the herbal decoction in good time; the day is waning.","Abiyamọ, kàgbo wàrà; ọjọ́ ń lọ."
1287,Patching extends the life of clothes; whoever does not save materials for patching deprives himself or herself of clothing.,Àbùlẹ̀ ní ń mú aṣọ tọ́; ẹni tí kò tọ́jú àbùlẹ̀ yó ṣe araa ẹ̀ lófò aṣọ.
1288,"The dove recites incantations, thinking that the pigeon cannot hear; the pigeon hears; it is only pretending to sleep.","Àdàbà ń pògèdè, ó rò pé ẹyẹlé ò gbọ́; ẹyẹlé gbọ́, títiiri ló tiiri."
1289,"The chicken eats corn, drinks water, even swallows small pebbles, and yet complains that it lacks teeth; does the goat that has teeth swallow steel?","Adìẹ́ ń jẹkà, ó ń mumi, ó ń gbé òkúta pẹ́-pẹ̀-pẹ́ mì, ó ní òun ò léyín; ìdérègbè tó léyín ń gbé irin mì bí?"
1290,"Could the small gourd save itself, before we put charms into it?","Àdó gba ara ẹ̀ tẹ́lẹ̀, ká tó fi oògùn sí?"
1291,Choosing-a-base-and-maintaining-it is the medicine for wealth.,Àdóìṣí loògùn ọrọ̀.
1292,The wind that enters into the house and carries off the clothes in the bedroom is a warning to those who wear theirs around their necks.,"Afẹ́fẹ́ tó wọlé tó kó aṣọ iyàrá, ìkìlọ̀ ni fún ẹni tó wọ tiẹ̀ sọrùn."
1293,It is an impertinent bead that is named “The-slave-does-not-own-its like.”,Àfojúdi ìlẹ̀kẹ̀ ní ń jẹ́ “Ẹrú-kò-ní.”
1294,"Partially severed snake, that stings like a wasp.","Àgékù ejò, tí ń ṣoró bí agbọ́n."
1295,Pounding-until-it-is-ruined is the habit of the owner of the mortar.,Àgúnbàjẹ́ ni tolódó.
1296,"The big, fat sheep does not soon forget the provider of corn bran.",Àgùntàn bọ̀lọ̀jọ̀ ò gbàgbé eléèrí bọ̀rọ̀.
1297,"The sheep stares blankly, but its cunning stratagems number a thousand four hundred.",Àgùntàn ń wò sùn-ùn; ọgbọ́n inú pé egbèje.
1298,A sheep does not wake in the morning and droop its mouth.,Àgùntàn ò jí ní kùtùkùyù ṣe ẹnu bọbọ.
1299,A wicked elder sows suffering for his children.,Àgbà òṣìkà ń gbin ìyà sílẹ̀ de ọmọọ rẹ̀.
1300,"A farmer does not make new clothes monthly, only annually.","Àgbẹ̀ ò dáṣọ lóṣù, àfọdún."
1301,A farmer who tarries in the house will not object to hoeing the farm in the afternoon.,Àgbẹ̀ tó bá pẹ́ nílé ò níí kọ oko ọ̀sán.
1302,Picking-up-one's-load-without-checking-one's-rear caused the piece of broken bottle to forget its mother on the ground.,À-gbẹ́rù-àì-wẹ̀yìn lọ̀pálábá fi gbàgbé ìyá ẹ̀ sílẹ̀.
1303,He-who-places-his-hopes-on-inheritance delivers himself to destitution.,Agbójúlógún fi araa rẹ̀ fóṣì ta.
1304,The ear that will insist on hearing everything will go deaf.,Àgbọ́ká etí ọlọ́ràn á di.
1305,A thing in which one reposes one's trust does not make one hunger.,Àgbọ́kànlé ò pani lébi.
1306,It is an alarm that is raised without moderation that finds no helpers.,Àìfẹ̀sọ̀ké ìbòsí ni kò ṣéé gbè.
1307,"Disobedience, father of disregard.","Àìgbọ́ràn, baba àfojúdi."
1308,Inability to speak out precedes misfortunes.,Àìlèfọhùn ní ń ṣáájú orí burúkú.
1309,"The junior wife could find nothing to say, and said that the mice in the house will eat brass; the senior wife if the household happens to be named Mọjidẹ(Ọmọ-ọ́-jẹ-idẹ) (meaning “Child eats brass.”)",Àìrọ́rọ̀sọ ìyàwó tó wí pé èkúté-ilé yó jẹ idẹ; bẹ́ẹ̀ni Mọ́jidẹ nìyálée rẹ̀ ń jẹ́.
1310,One treats an illness; one does not treat death.,"Àìsàn là ń wò, a kì í wo ikú."
1311,"Because of the delay in apprehending the thief, the thief apprehends the owner of the farm.","Àìtètèmólè, olèé mólóko."
1312,A domesticated dog does not know how to hunt.,Ajá ilé ò mọdẹẹ́ ṣe.
1313,A dog does not boast “No danger” in a leopard's bush.,Ajá kì í dán-nu “Kò séwu” lókò ẹkùn.
1314,A dog destined to be lost does not hear the hunter's whistle.,Ajá tí yó sọnù kì í gbọ́ fèrè ọdẹ.
1315,A dog that sees a motor vehicle and stands in its was makes itself a sacrifice to Ogun.,Ajá tó rí mọ́tò tó dúró fi araa ẹ̀ bọ Ògún.
1316,"One digs a pit in the path of the elephant, but the elephant can read signs; the elephant does not go that way.","Àjànàkú tí a gbẹ́ ọ̀fìn sílẹ̀ dè, erin-ín mojú; erin ò bá ibẹ̀ lọ."
1317,A witch proclaims her presence and an invalid does not make away; he must have money for sacrifices at home.,"Àjẹ́ ń ké, òkùnrùn ò paradà; ó lówó ẹbọ nílé."
1318,"One-that-bites-and-blows-on-the-wound, the house-mouse.","Ajẹnifẹ́ni, èkúté ilé."
1319,"The hedgehog does not live in the grassland, only in the forest.",Aaka ò gbé ọ̀dàn; igbó ní ń gbé.
1320,The ground hornbill did a favor and developed a goitre.,Àkàlàmàgbòó ṣoore ó yọ gẹ̀gẹ̀ lọ́rùn.
1321,People who live impatiently: their going to heaven is not far off.,"Akánjú jayé, ọ̀run wọn ò pẹ́."
1322,"The axe that cuts wood stumbles, and the carver anoints his head with medicinal powder.","Àáké tí ń gégií kọsẹ̀, gbẹ́nàgbẹ́nàá bu ètù sórí."
1323,A scorpion is not a thing to close one's palms on.,Àkèekèé ò ṣéé dì níbò.
1324,The scorpion travels accompanied by venom.,Àkèekèé rìn tapótapó.
1325,"A scorpion stung Kindo in the testicle, and a person from Labata's household frowns in dismay; what business is it of his?","Àkèekèé ta Kindo lẹpọ̀n, ará ilée Labata ń rojú; kí ló kàn án níbẹ̀?"
1326,The mouse is a bringer of disaster to the innocent; snakes do not eat corn.,Akóbáni lèkúté-ilé; ejò kì í jàgbàdo.
1327,A sheath that engages in a dispute with a knife will suffer an internal wound.,Àkọ̀ tó bá bá ọ̀bẹ dìtẹ̀ á gbọgbẹ́ láti inú.
1328,Whatever dream the dog dreams remains inside the dog.,"Àlá tí ajá bá lá, inú ajá ní ń gbé."
1329,She who borrows a wrapper-skirt to wear is not home free; the owner of the cloth will take it back come tomorrow.,Alágbàró ò yege; aláṣọ á gbà á bó dọ̀la.
1330,A lizard that views a python with disregard will find itself in the belly of the snake.,"Aláǹgbá tó fojú di erè, ikùn ejò ni yó bàá araa ẹ̀."
1331,The sparrow enjoys life carefully.,Alápàáǹdẹ̀dẹ̀ ń jayé lébé-lébé.
1332,"The owner of the body does not say that he is in no pain, while we insist on commiserating with him for his sleeplessness and his restlessness.","Alára ò lè wí pé kò dun òun, ká ní ó kú àìsùn, ó kú àìwo."
1333,The person who will engage in itinerant dancing should look to his legs in good time.,"Alárìnjó tí yó jòó, kó ti ìwòyí mú ẹsẹ̀ kó le kó kó kó."
1334,The hired carrier does not ask to die from his efforts; what would the owner of the merchandise ask?,Aláàárù kì í sọ pé kí ajé ṣe òun pa; ẹlẹ́rù ńkọ́?
1335,Only a good-humored person can make a good husband for an ill-humored woman; a person whose mouth is not sharp cannot make a good husband for a hyperactive woman.,Aláwàdà ló lè ṣọkọ òṣónú; ẹni tí kò lẹ́nu mímú tete ò lè ṣọkọ alápẹpẹ.
1336,"The visitor “who” arrived at the home of Pọngila (Lickwood), Pọngila asked him, “Who are you?” The visitor replied, “I am Bugijẹ” (Bitewood). Pọngila said, “Well, you had better go find yourself some wood elsewhere.","Àlejò tó wọ̀ nílée Pọ́ngilá, Pọ́ngilá ní, “Ìwọ ta ni?” Àlejòó ní òun Bugijẹ; Pọ́ngilá ni, “Tòò, lọ́ dájú igii tìrẹ lọ́tọ̀.”"
1337,To Tortoise belongs the outward trip; to his father-in-law belongs the return.,Àlọ ni ti alábahun; àbọ̀ ti ànaa rẹ̀.
1338,The weed did not know that the farmer had a machete.,Àlùkẹrẹsẹ ò mọ̀ pé olókoó ládàá.
1339,Saare always goes too far in his description of a leopard.,Àmọ̀jù là ń mọ ẹkùn-un Sàárẹ́.
1340,Only a potsherd has what it takes to confront live coal.,Àpáàdì ló tó ko iná lójú.
1341,Apatapara kills himself in the wilderness; who will carry him is now the question.,Apataparaá pa araa rẹ̀ lájùbà; ẹni tí yó ko là ń wòye.
1342,A pocket one did not make with one's own hand is a difficult one to dip one's hand into.,Àpò tí a kò fi ọwọ́ ẹni dá ṣòroó kiwọ́ bọ̀.
1343,"Ibadan people do not run from war; what they say is, “We will fall back a little.”",Ará Ìbàdàn kì í ságun; à ó rìn sẹ́yìn ni wọ́n ń wí.
1344,"Something-seen-but-unmentionable, something-seen-but-unspeakable is the death of a guardian of the mysteries.","À-rí-ì-gbọdọ̀-wí, à-rí-ì-gbọdọ̀-fọ̀ ni ikú awo."
1345,"Fire, something-one-sees-and-flees, snake, something one sees and jumps; an elder who sees a snake and does not flee flirts with death.","Àrísá iná, àkòtagìrì ejò; àgbà tó réjò tí kò sá, ara ikú ló ń yá a."
1346,Going-from-one-sadthought-to-another results in endless weeping; the person weeping does his weeping and departs.,Àròkàn ní ń mú à-sun-ùn-dá wá; ẹlẹ́kún sunkún ẹ̀ ó lọ.
1347,A cripple does not block the road with his legs.,Arọ ò nasẹ̀ kan dí ọ̀nà.
1348,A cripple who has no legs to stand on has wisdom inside him.,Arọ tí kò lẹ́sẹ̀ nílẹ̀ẹ́ lọ́gbọ́n nínú.
1349,He-who-flees-on-seeing-the-king is no coward.,Arọ́basá ò ṣojo.
1350,The old person was once a dandy; the rag was once in fashion.,Arúgbó ṣoge rí; àkísà-á lògbà rí.
1351,One treats a disease; one does not treat death.,Àrùn là ń wó a kì í wokú.
1352,The fast runner will run past his home; the leisurely stroller is the one who will win the title.,Asárétete ní ń kọjá ilé; arìngbẹ̀rẹ̀ ni yóò rí oyè jẹ.
1353,The kite plays with the pigeon and the pigeon rejoices; the pigeon is courting death.,"Àṣá ń bá ẹyẹlé ṣeré, ẹyẹlé ń yọ̀; ẹyẹlé ń fikú ṣeré."
