,english,yoruba
1047,"She had heard madam's strange songs and now she's seen her dance a strange, off-beat dance.","Ó ti gbọ́ àwọn orin àjèjì màdáámù, ó sì tún ti rí ijó abàmì rẹ̀ tí ò bálù mu."
1048,"As she tried to get back inside the pantry to avoid her attention, she knocked her head against the wall and tripped over the plates she'd just brought inside the pantry.","Bí ó ṣe wá ń gbìyànjú àti padà sínú ilé oúnjẹ láti má jẹ́ ki wọ́n rí i, ó sẹrí mọ́ ògiri, ó sì ṣísẹ̀ sórí àwọn abọ́ tí ó sẹ̀sẹ̀ kó wọ ilé oúnjẹ náà."
1049,There was something about madam now that was always pushing Zenabu away from her.,Nǹkankan máa ń wà nípa màdáámù báyìí tí ó ń lé Sènábù lára rẹ̀ ni gbogbo ìgbà.
1050,"Each time she saw her something always told her to run away, or hide.","Nígbàkúgbà tí ó ba rí i, nǹkankan máa ń sọ fún un pé kí ó sá lọ, tàbí kí ó sá pamọ́."
1051,Madam had been so aggressive in recent times.,Màdáámù ti ń kanra ganan lẹ́nu ọjọ́ mẹ́ta yìí.
1052,It did not appear that she liked her anymore - the way she now looked and talked to her.,Kò fẹ́ jọ pé ó fẹ́ràn rẹ̀ mọ́ ìsọwọ́ wò ó àti bí ó se ń ba sọ̀rọ̀.
1053,"Each time madam showed up in the sitting room, therefore, Zenabu would find her way into the toilet to answer nature's call!","Nígbàkúgbà tí Màdáámù bá farahàn ní yàrá ìgbafẹ́, kíá ni Sènábù máa ń wábi gbà wọ ilé ìgbọ̀nsẹ̀ láti lọ sẹ̀yọ́!"
1054,"But, it did not seem as if that trick would work anymore.",Sùgbọ́n kò fẹ́ jọ pé ọgbọ́n yẹn máa ṣiṣẹ́ mọ́.
1055,"Because only yesterday, madam cried out: Zenabu! Zenabu! Where is this mischievous little creature?",Nítorí àná alánàá ni màdáámù ṣì kígbe pé: Sènábù! Sènábù! Ibo ni èké kékeré yì wà?
1056,Here madam! Here madam! Zenabu had answered.,Níbí Màdáámù! Níbí Màdáámù! Sènábù dáhùn.
1057,‘Inside the toilet as usual? What the hell is wrong with this little wretch?,"Nílé ìgbọ̀nsẹ̀, bí ó ṣe ń ṣe? Kí ni ó ń bá olòṣì kékeré yìí jà ná?"
1058,"Always in the toilet 'Nothing madam! Here I am madam!"" Zenabu had stood before her, looking at her pleadingly.","Gbogbo ìgbà ní ilé ìgbọ̀nsẹ̀ “kò sí nǹkankan Màdààmú, èmi rè é màdààmú” Sènábù dúró níwájú rẹ̀, ó ń wò pẹ̀lú ojú ẹ̀bẹ̀."
1059,"Madam's smart fingers caught Zenabis little ears, and as she uttered some obscenities shook her violently, pushing her hither and thither.","Ọwọ́ màdààmú ti yára gbá etí Sènábù kékeré mú ó sì sọ àwọn ọ̀rọ̀ ìríra sí i, ó gbò ó jìgìjìgì síbí sóhùn-ún."
1060,"You will soon go away!' she shouted, ""your job here is almost done, you don't seem to know.","Ó pariwo, “Wà á tó lọ, isẹ́ ẹ ti fẹ́rẹ̀ ẹ́ tán, ó dàbí i pé o ò mọ̀."
1061,Soon you'll be returned to your people.,"Láìpé, wọn á dá ẹ padà fún àwọn ènìyàn rẹ̀."
1062,Give me just two or three days.,Fúnmi lọ́jọ́ méjì sí mẹ́ta.
1063,Labake let go her hands and Zenabu's body hit the floor with a thump!,"Làbákẹ́ tú ọwọ́ rẹ̀, Sènábù sì subú, gbà!."
1064,There was nobody near to tell all these to.,Kò sẹ́nikẹ́ni nítòsí láti sọ gbogbo èyí fún.
1065,"Zenabu, very much, longed for somebody to relate her experience to - a trusted person, one who would understand and pity her.","Ó wu Sènábù púpọ̀ láti rẹ́ni sọ ìrírí rẹ̀ fún - ẹni tó ṣe é fọkàn tán, ẹni tí yóò yé, tí yóò sì káàánú ẹ̀."
1066,"Imagine her joy when at last, old Mama again knocking at the door of the house.",Ẹ wòye bí ayọ̀ rẹ̀ ṣe kún tó nígbẹ̀yìn gbẹ́yín tí màmá àgbà tún kan ìlẹ̀kùn ilé yẹn.
1067,And her all alone in the house too!,Tí ó tún bá òun nìkan nílé!
1068,Mama had barely taken her seat when Zenabu's tongue started to wag like the restless tail of a dog on seeing its owner.,Màmá ò tíì jóòkó tàìjókòó ti ahọ́n Sènábù bẹ̀rẹ̀ si í gbòn bí i ti ìrù ajá tí ó ń mì tí ó bá rí olówó rẹ̀.
1069,Madam has gone mad! Zenabu announced to old Mama.,Màdáámù ti ya wèrè! Sènábù kéde fún màmá àgbà.
1070,Gone thoroughly mad! It is a great looks wild like the bush cat.,"Wọ́n ti ya wèrè gan-an! Ó ti jọ ehànnà, bí ológbò-igbó."
1071,"Her rough bushy hair has dropped carelessly over her neck, stretching to her shoulders making her look like a devil.","Irun rẹ̀ tí ó ki bí i igbó yẹn ti dà wálẹ̀ sí èjìká rẹ̀, èyí sì ń jẹ́ kí jọ èṣù."
1072,"Her finger nails are now very long and sharp, like the beak of the kingfisher.","Èékánná rẹ̀ ti wá gùn gan-an ó sì mú, à fi bí ti ẹnu ẹyẹ."
1073,There was not a day madam would not deep her long nails inside her cheeks and pull her by the ears.,Ọjọ́ kan ò lè kọjá kí màdáaḿù má ti èékánná yẹn bọ̀ ọ́ lẹ́rẹ̀kẹ́ kí ò sì fà á létí.
1074,She showed her blistered ears and swollen cheeks to Mama.,Ó fi etí àti ẹ̀rẹ̀kẹ́ rẹ̀ wíwú han màmá.
1075,"Madam would one day tear her to pieces, at the rate she was going, with those long, sharp nails of hers or with those snaggy iron teeth because she had become mad.","Màdáámù á sì yá á sí wẹ́wẹ́ níjọ́ kan pẹ̀lú bí ó ṣe ń lọ yìí, pẹ̀lú èékánná gígùn rẹ̀ tí ó mú yẹn tàbí eyín irin rẹ̀ yẹn nítorí ó tí ya wèrè."
1076,"Very mad, Zenabu confessed she was fed up, and would like to go back to her people at home.","Wèrè gidi, Sènábù jẹ́wọ́ pé ó ti sú òun, á sì wù òun láti padà sọ́dọ̀ àwọn ènìyàn rẹ̀ nílé."
1077,Listening to Zenabu relate her story gave Mama great joy.,Màmá láyọ̀ ńlá bí ó ṣe ń tẹ́tí sí bí Sènábù ṣe ń sọ ìtàn rè.
1078,She patted the little girl on the back and told her not to worry.,"Ó fi ọwọ́ lu ọmọ náà jẹ́jẹ́ lẹ́yìn, ó sì sọ fún  un pé kí ó má ṣe dààmú."
1079,All would be well at last...,Ohun gbogbo á dára níkeyìn ...
1080,It was good Labake was running mad.,Ó dára bí Làbákẹ́ ṣe ń yí lórí.
1081,It was expected.,Ohun tí wọn ń retí ni.
1082,Mama was not surprised.,Èyí kò sì jẹ́ ìyàlẹ́nu fún màmá.
1083,Esuniyi had told her Labake would have a bitter taste of her own medicine before long.,Èṣùníyì ti sọ fún un pé Làbákẹ́ á jẹ nínú ẹ̀fọ́ ìkà tí ó ti rò kí ó tó pẹ́.
1084,"And now, it has started to happen, greater things were soon going to happen.","Ní báyìí, ó tí wá ń sẹlẹ̀, nǹkan tí ó ju èyí á tó máa sẹlẹ̀."
1085,Mama was in town to collect some of Labake's hair and her fingernails.,Irun-orí àti èékánná Làbákẹ́ ni màmá wá gbà ní ìgboro.
1086,Esuniyi needed them for further action so that Labake's final doom might be sealed.,Èṣùníyì fẹ́ lò ó láti fi túnbọ̀ ba ti Làbákẹ́ jẹ́.
1087,"It should not surprise anybody, therefore, to see Labake - probably next week or week after - run out to the streets and pitch her home in the market square under the full glare of people who had come to buy and sell.",Kò ní láti ya ẹnikẹ́ni lẹ́nu lẹ́yìn èyí láti rí Làbákẹ́ lẹ́yìn ọ̀sẹ̀ kan tàbí méjì ní àwọn òpópónà kí ó sì dúró sí gbàgede ọjà níbi tí àwọn ènìyàn tí wọn wá ṣe kárà-kátà á tí rí ìran pípé wò.
1088,Esuniyi had said it and Mama knew that was exactly what would happen.,"Èṣùníyì ti sọ ọ́, màmá sì mọ́ pé bí ó ṣe máa sẹlẹ̀ gan-an nìyẹn."
1089,"Finally, Labake would crawl on her knees, in penitence to Esuniyi's lunatic asylum.","Nígbẹ̀yìn gbẹ́yín,  Làbákẹ́ á fí orúnkún rẹ̀ ráwọ ọgbà Èsúńiyì pẹ̀lụ́ ìronúpíwàdà."
1090,"In the case of Alamu, Esuniyi had told Mama there was no cause for alarm anymore.","Ní ti Àlàmú, Èṣùníyì ti sọ fún màmá pé kò séwu lóko mọ́."
1091,Alamu's condition would start improving henceforth.,Ipò tí Àlàmú wà á máa yàtọ̀ sí dáadáa láti ìsínyì lọ.
1092,"Mama was happy, all what Esuniyi told her had started to come to pass.","Inú màmá dùn, gbogbo nǹkan ti Èṣùníyì sọ fún ló ti ń wá sí ì músẹ."
1093,Alamu returned home and met his mother with a gay countenance.,"Àlàmú padà délé, ó sì bá ìyá rẹ̀ pẹ̀lú ìrísí tó fi inú dídùn hàn."
1094,He greeted the old woman smiling prostrating.,Ó kí ìyá náà pẹ́lù ẹ̀rín músẹ́ lẹ́nu ní ìdọ́bálè.
1095,"He was returning from an important mission to town, the outcome of which greatly cheered his spirit.","Ó ń ti ibi isẹ́ kan pàtàkì nígboro bọ̀, èyí ti àyọrísí rẹ̀ mú un dárayá."
1096,"For the first time in nine months, Alamu heaved a sigh of relief.","Fún ìgbà àkọ́kọ́ nínú oṣù mẹ́sàn-án, Àlàmú mí ìmí ìtura."
1097,"For nine whole months, he had surrounded himself with a mystery that had continued to baffle everybody; a secret that had proved impossible for anybody to decipher - except for that one man who was so dear to him - Adio his only friend.",Fún odidi oṣù mẹ́sàn-án gbáko ní ó ti yí ara rẹ̀ ká pẹ̀lú àdììtú kan tí ó rú gbogbo ènìyàn lójú; àsírí kan tí kò ṣe é ṣe fún ẹnikẹ́ni láti tú – yàtọ̀ sí ọkùnrin kan tí ó súnmọ́ ọn pẹ́kípẹ́kí - Àdìó ọ̀rẹ́ rẹ̀ kanṣoṣo.
1098,Now the end of that mystery was in sight.,"Níbáyìí, òpin àdììtú yẹn ti wà nítòsí."
1099,"The end of his mental and physical agony was in view, the end of his madness was at hand.",Òpin sí dàrúdápò ọpọlọ àti ìrora rẹ̀ ti súnmo itòsí.
1100,He had been told to wait for only two more weeks when all his problems would be practically solved.,Wọn tí sọ fún un pé kí ó dúró fún  ọ̀sẹ̀ méjì sí i tí gbogbo ìṣòrorẹ̀ á fi yanjú pátápátá.
1101,Alamu couldn't believe his ears.,Àlàmú kò gbà etí rẹ̀ gbọ́.
1102,"Eagerly, he counted the days one, two, five, ten, fifteen...","Pẹ̀lú ìwànwara ní ó fi ń ka àwọn ọjọ́, ení, èjì, ẹ̀ta, ẹ̀rin, àrún, ẹ̀wá, mẹ́ẹ̀dógún ..."
1103,Fifteen more days! He counted the hours! The minutes!,Ọjọ́ mẹ́ẹ̀dógún sí i! Ó ń ka wákàtí! ìsẹ́jú!
1104,Adio was amused at Alamu's show of thrill and excitement.,Ó jẹ́ ìyàlenu fún Àdìó bí Àlàmú ṣe ń ṣe àfihàn ìrusókè ìdùnnú rẹ̀.
1105,"Well, two weeks more they say and judgment would be delivered?","Bẹ́ẹ̀, ọ̀sẹ̀ méjì sì ni wọ́n sọ, ìdájọ́ á sì wáyé?"
1106,That was too short a time compared with the nine months that he'd been waiting.,Ìyẹn kéré púpọ̀ níye sí oṣù mẹ́sàn-án tí ó ti fi ń dúró.
1107,Was he going to cry or was he going to smile after a fortnight?,"Ṣé yóò sunkún ni, tàbí yóò rẹ́rìn-ín músẹ́ lẹ́yìn ọ̀sẹ̀ méjì?"
1108,He'd been told he would smile.,Wọn tisọ fún  un pé á rẹ́rìn-ín músẹ́.
1109,Everything pointed to the fact that he would smile.,Gbogbo nǹkan ló sì tọ́ka sí i dájúdájú pé yóò rẹ́rìn –ín músẹ́.
1110,"So, it was just proper that he should start smiling from now on, in hope and optimism.","Fún ìdí èyí, ó tó kí ó kúkú bẹ̀rẹ̀ sí i rẹ́rìn- ín músẹ́ láti ìsìnyí nínú ìrètí áti ìgbàgbọ́ pé gbogbo nǹkan a sìse fún rere."
1111,That was why he now met his old mother with a dazzling natural smile...,Ìdí nìyí tí ó fi fi ẹ̀rín músẹ́ tó rí yan-ran yan-ran kọ mọ̀nà pàdé ìyá rẹ̀...
1112,"Mama watched her son, and her heart sang for joy.","Màmá ń wo ọmọ rẹ̀, ọkàn rẹ̀ sì kọrin fáyọ̀."
1113,Here was her son now smiling at her and responding normally to questions and discussions.,Ọmọ rẹ̀ wa rè é tó ń rẹ́rìn-ín músẹ́ sí i tí ó sì ń fèsì bí ó ṣetọ́ sí ìbéèrè àti àsọgbà ọ̀rọ̀ wọn.
1114,"What was more, Alamu politically took permission from his mother that he had other things doing in town again. He would, therefore, be going back but would not be long.","Kílótún kù, Àlàmú fi tọ̀wọ̀tọ̀wọ̀ tọrọ ìyọ̀ǹda lọ́wọ́ ìyá rẹ̀ pé òun ṣì tún ní àwọn nǹkan mìíràn láti ṣe ní ìgboro. Fún ìdí èyí ó fẹ́ padà jáde ṣùgbọ́n kò níí pẹ́."
1115,Her son now had the courtesy to take permission! The first part of the job had been accomplished! God bless Esuniyi.,"Ọmọ rẹ̀ ti wá ńi ìbuyì fún un, láti gbà ààyè! Apá kìíní iṣ́e náà ti parí! Á dáa fún Èṣùníyì."
1116,Mama waited patiently for Labake to return.,Màmá dúró pẹ̀lú sùúrù pé kí Làbákẹ́ dé.
1117,"And when she saw her approaching from a distance, she quickly rummaged through the basket she brought from the district and took out a small bottle inside which she kept the herbalist's concoction.","Nígbà tí ó sì rí i tí ó ń bọ̀ lọ́ọ̀ọ́kán, ó tètè tú apẹ̀rẹ̀ tí ó gbé wá láti ìgbèríko, ó sì mú ìgò kékeré tí ó tọ́jú òògùn babaláwo rẹ̀ sí."
1118,She'd been properly briefed by Esunivi on how she would apply it.,Èṣùníyì ti sọ bí ó ṣe máa lò ó fún un.
1119,"So, now, she staggered towards the doorstep of Labake's room and sprinkled the concoction, in a straight line.","Nísìnyí, ó ta gbọ̀n-ọ́n gbọ̀n-ọ́n sẹ́nu ọ̀nà yàrá Làbáké, ó sì wọn òògùn náà sílẹ̀ sórí ìlà tẹ́ẹ́rẹ́ kan."
1120,It was important that Labake should walk across it as she entered her so that she might be more violently possessed both mind and body.,Ó se pàtàkì kí Làbákẹ́ dá a kọjá bí ó bá ti ń wọ yàrá rẹ̀ kí tiẹ̀ lè túbọ̀ bá a ní tọkàn-tarà.
1121,"After sprinkling the preparation, Mama turned round and round five times according to the herbalist's instructions.","Lẹ́yìn tí ó bá ti wọn òògùn náà tán, Màmá yípo yípo lẹ́ẹ̀marùn-ún gẹ́gẹ́bí babaláwo rẹ̀ ṣe la kalẹ̀."
1122,"But as she was starting on the fourth round, Labake entered, watching the old woman, mouth agape.","Bí ó ṣe wà lórí ẹ̀ẹ̀kẹ́rin, Làbákẹ́ wọlé, ó ń wo ìyá àgbà náà, pẹ̀lú ẹnu rẹ̀ ní lílà sílẹ̀."
1123,"Mama stood for a while, nodded in reply to Labake's greetings and then leaned against the wall facing Labake's room, muttering to herself, several times, the short incantatory sentence she'd been asked to recite on first seeing Labake.","Màmá dúró fún ìgbà díẹ̀, kanrí mọ́lẹ̀ ní èsì kíkí Làbákẹ́ ó sì fẹ̀yìntì ògiri tí ó kọjú sí ògiri yàrá Làbákẹ́, ó ń sọ àwọn ìpèdé tí wọn ní kó pè tí ó bá ti fojú gán-án-ni Làbákẹ́ sí ara rẹ̀ láìmoye ìgbà."
1124,"At the end of it all, Mama laughed.","Ní òpin gbogbo rẹ̀, màmá bú sẹ́rìn-ín."
1125,"Labake's appearance was indeed wild, it was even more terrible than Zenabu had described it.","Ìrísí Làbákẹ́ jọ ti ẹhànnà gidi, ó tiẹ̀ tún banilẹ́rù ju bí Sènábù ti ṣàpèjúwe rẹ̀."
1126,Labake had really gone mad now - the way she looked like some dreadful monster from inside an old cave poised for rampage!,"Làbákẹ́ ti wá ya wèrè gidi báyìí – bí ó ṣe rí, ó dàbí i ewèlè tí ó wá láti inú ihò àpáta tí ó ti ṣetán ìjà!"
1127,Her bushy hair dangled over her neck and shoulders and hid part of her face.,"Irun rẹ̀ tí ó dàbí i igbó dà wálẹ̀ sọ́rùn àti èjìká rẹ̀, ó sì bo apá ibìkan lójú rẹ̀."
1128,"The hair... yes, that was one of the items she'd come for.","Irun yẹn ... bẹ́ẹ̀ ni, ọ̀kan lára àwọn nǹkan ti ìyá wá wá rè é."
1129,"Before leaving for the district later in the day, she had to ensure that a sizeable lock of that hair was cut and kept away inside her basket.","Kí ó tó máa lọ sí ìgbéríko ní ìrọ̀lẹ́, ó gbọ́dò rí i pé ó rí èyí tó tó wọ̀n nínú irun náà gé kí ó sì tọ́jú rẹ̀ sínú apẹ̀rẹ̀ rẹ̀."
1130,"Then, Labake's long finger nails, her red, long nails.","Lẹ́yìn náà ní èékáná gígùn ọwọ́ Làbákẹ́, èékán gígùn pupa rè."
1131,That was one other item she'd come to fetch.,Ìyen tún ní nǹkan tí ó wá mú.
1132,Mama's eyes roamed from Labake's black hair to her red nails for some time.,Ojú màmá ń wo láti irun orí Làbákẹ́ dúdú dé èékaná pupa rẹ̀ fún ìgbà díẹ̀.
1133,Finally she looked Labake straight in the face and said;,"Nígbẹ̀yìn, ó wo Làbákẹ́ tààrà ó sì ní;"
1134,"""Hem... Hem... Hem!"" she cleared her throat, ""Hem... You. You are still here?""","""Ẹm Ẹm Ẹm!"", ó kọ́kọ́ tún ọ̀nà òfun rẹ̀ ṣe. ""Ẹm.…Ìwọ. Ìwọ sì wá níbí?"""
1135,"Labake ignored her and walked towards her room. ""What else are you staying here for?""",Làbákẹ́ fi ojú paárẹ́ ó sì rìn lọ sí ọ̀nà yàrá rẹ̀. “Kí lo tún ń dúró ńbí fún?”
1136,"""Me?"", Labake asked.","""Ṣé èmi?"", Làbákẹ́ bèèrè."
1137,She entered her room crossing Mama's border! Falling into Mama's laid down trap! The herbalist's trap!,Ó wọ yàrá rẹ̀ lọ ní dídá ibòdè màmá kọjá! Ó kó sínú páńpẹ́ màmá! Páńpẹ́ babaláwo!
1138,"And in a minute, she rushed out of her room again and confronted Mama, wearing a murderous look. ""I am now listening!""","Ní ìṣẹ́jú kan, ó kù gìrì jáde láti inú yàrá rẹ̀, ó dójúkọ màmá pẹ̀lú ìwò tí ó lè pànìyàn lójú rẹ̀. ""Mo ti ń gbọ́ báyìí!"""
1139,"""She glared. What are you saying, old woman? ""","Ó wo o. ""Kí ni ó ń sọ, ìyá àgbà?"""
1140,"""Asking you... ""","""Mò ń bi ẹ..."""
1141,"""Asking me what, old woman!""","""Bi mí ní kí ni, ìyá àgbà?"""
1142,"""Whether you are ...""","""Bóyá o ò ..."""
1143,"""Whether you are what, old woman!""","""Bóyá o ò se kí ni, ìyá àgbà!"""
1144,"""Not yet gone ...""","""Tí ì lọ ..."""
1145,"""Gone where, old woman! "", Labake had moved closer to Mama now, pointing her long red finger nails threateningly.","""Lọ ibo, ìyá àgbà!"", Làbákẹ́ ti súnmọ́ màmá báyìí, tí ó sì ń na èékáná pupa gígùn rẹ̀ tìhàlè-tìhàlè."
1146,"""You want to beat me?""","""Ṣe o fẹ́ nà mí ni?"""
1147,Look old woman! My palms are itching to slap the face of an old witch!,"Wò ó ìyá! Àtẹ́lẹwọ́ ń yún mi, ó ń ṣe mí bí kí n gbá ojú àjẹ́ àgbà kan!"
1148,"See my fingernails moving and moving, anxious now to pluck out the eyes of the hag from their sockets.","Ṣé o rí bí ìka ọwọ́ mi ṣe ń sún yìí, ó ń sé wọn bí i kí wọ́n fa ẹyin ojú àjẹ́ méjéèjì yọ láti inú àkò."
1149,"""Me! Me, Labake?""","""Èmi! Èmi, Làbákẹ́?"""
1150,I feel a tingling sensation inside my mouth! I want to test the sharpness of my teeth!,"""Mo ń ní àìbalè nínú ẹnu mi! Mo fẹ dánbí ẹyín ẹnu mi ṣe mú tó wò!"
1151,Dipping them inside the wrinkled pallor of an old hag!,"Nípa rírì wọ́n bọ inú àwọ̀ híhunjo àgbàyà kan"""
1152,"“Mad.""","""Wèrè"""
1153,"""Who? It is you old hag! You that is mad!  ""","""Tani? Ìwọ àgbàyà yìí ni! Ìwọ lo ya wèrè!"""
1154,"""Me? mad? ""","""Èmi? wèrè?"""
1155,"""Yes, mad! You turned round and round like one in the grip of an epileptic fit.","Bẹ́ẹ̀ni, wèrè! Ó wò yípo yípo bí i ẹni tí gìrì wárápá gbé."
1156,You leaned against the wall like a tired old dog!,Ó lẹ̀ mọ́ ògiri bí ajá gbígbó tó rẹ̀.
1157,You whispered like the nanny goat chewing the cud! Mad! Mad! I Say Mad! What else are you but a mad woman!,Ó ń sọ̀rọ̀ kẹ́lẹ́ kẹ́lẹ́ bí ewúrẹ́ alágbàtó tí ó ń jẹ́ àpọje lẹ́nu! Wèrè! Wèrè! Wèrè ni mo sọ! Kí tún ni ẹ bí kò ṣe wèrè lobìnrin!
1158,Labake stood breathing heavily on Mama.,"Làbákẹ́ dúró, ó ń mí lókèlókè lé màmá."
1159,"A sentence more from Mama even a word more, and Labake would have hauled herself on the old woman and sent her grave before the appointed time.","Bí màmá bá sọ gbólóhùn kan sí i, bó bá sọ ẹyọ ọ̀rọ̀ kan,  Làbákẹ́ ò bá ti bò ìyá àgbà  náà, á sì rán an lọ sí sàréè láìtó ọjọ́."
1160,"Mama smiled, and tactfully withdrew.","Màmá rẹ́rìn-ín músẹ́, ó sì fi ọgbọ́n ẹ̀wẹ́ jáwọ́."
1161,"She was not annoyed, not annoyed at all.","Kò bínú, kò bínú rárá."
1162,Labake was already under a spell.,Òògùn ló ń sisẹ́ lára Làbákẹ́.
1163,Labake had literally dug her own grave now that she had crossed the concoction line across the doorstep of her own room.,Làbákẹ́ ti gbẹ́ kòtò ara rẹ̀ nísìnyí tí ó ti dá ìlà òògùn kọjá lẹnú ọ̀nà yàrá rẹ̀.
1164,"What remained for her to do was to literally put Labake inside the prepared coffin, nail the coffin, and bury it inside the deep earth.","Ohun tí ó kàn kù fún un ní kí ó gbé Làbákẹ́ sínú pósí, kí ó kàn án pa, kí ó sì sín-in sínú ilẹ̀ tí ó gbẹ́."
1165,Mama withdrew and allowed Labake to continue raving and raging.,"Màmá yọwó, ó sì gbà  Làbákẹ́ láàyè láti tẹ̀síwájú láti máa sọ̀rọ̀ fitafita pẹ̀lú ìrunú."
1166,"Mind your own business henceforth, old hag! Stop poking your wrinkled nose! You have outlived your usefulness.","Láti ìsínyì lọ, sọ́gbá ẹ àgbàyà! Yé é na imú híhunjo rẹ̀ yẹn! Ó tí gbélé ayé kọjá ìwúlò rẹ̀."
1167,Leave me old witch! Leave me alone! Go back to the district to say your last prayers on earth.,Fi mí sílẹ̀ àjẹ́ àgbàyà! Fi mí lọ́rùn sílẹ̀! Padà lọ sí ìgbéríko láti lọ ṣe àdúrà ìkẹyìn rẹ̀ lórí ilẹ̀ eèpè.
1168,Your time is up already and your grave is ready.,"Àsìkò rẹ̀ tíẹ titó, sáré  rẹ̀ sí tì wà nílẹ̀."
1169,Never come to town again.,Má wà sí ìgboro mọ́ láé.
1170,You hear that hag!,Ṣóogbọ́ bẹ́ yẹn àjẹ́!
1171,"Mama did not utter a word in reply, rather she was smiling, she knew what was happening.","Màmá ò fèsì ọ̀rọ̀ kan, kàkà bẹ́ẹ̀ ń ṣe ló ń rẹ́rìn-ín músẹ́, ó mọ̀ ohun tó ń sẹlẹ̀."
1172,Labake was mad now.,Làbákẹ́ ti ya wèrè báyìí.
1173,"Thoroughly mad. Just as Esuniyi had said, so she would not give a single reply, very soon, Labake would pack to her new home in the market square. So, let the tirade continue: Go on!","Wèrè sán-ún sán-ún. Gẹ́gẹ́ bí Èṣùníyì ṣe sọ fún, ìdí èyí kò ní èsì kankan, láìpẹ́, Làbákẹ́ á kẹ́rù lọ sí ilé rẹ̀ tuntun ní gbàgede ọjà. Fún ìdí èyí, kí idán ìbínú sọ̀rọ̀ náà tẹ̀síwájú: Tẹ̀síwájú!"
1174,"Yes, go on! Are you tired?","Bẹ́ẹ̀ ni, kò tẹ̀síwájú! Ṣe ó ti rẹ̀ é ní?"
1175,You couldn't be tired yet! Let the tirade continue by all means!,Kò tí ì yẹ kí ó rẹ̀ ẹ́! Ó gbọ́dọ̀ jẹ́ kí ó tẹ̀síwájú lọ́nàkonà!
1176,"After some five minutes, there was quiet Mama winked at Zenabu; silently and knowingly, the little girl nodded her head back.","Ìdákẹ́rọ́rọ́ wà lẹ́yìn ìsẹ́jú márùn-ún, màmá sẹ́jú sí Sènábù; kẹ́lẹ́kẹ́lẹ́ náà ní ọmọbìnrin kékeré náà kanrí mọ́lẹ̀ padà."
1177,She had grown so much used to Mama now that communication between them had become quite easy.,Ó ti mọwọ́ màmá tó bẹ́ẹ̀ tí ìbánisọ̀rọ̀ ti wá rọrùn láàrin wọn.
1178,"Labake, after working herself up, setting her own body ablaze went inside the bathroom to have a cold shower and swiftly, Zenabu moved into action.","Lẹ́yìn tí ó ti dá ara rẹ̀ láàmú, tí ó ti gbé ẹ̀mí ara rẹ̀ gbóná Làbákẹ́ gbọ̀nà balùwẹ̀ lọ láti sanra pẹ̀lú omi tútù, ní kíá sì ni Sènábù bẹ̀rẹ̀ isẹ́"
1179,"She was not a stranger to madam’s bedroom, she knew all the nooks and corners of things included in the room.","Kì í ṣe àjèjì sí yàrá màdáámù, gbogbo ibi kọ́lọ́fín àti ikòrògún yàrá náà ni ó mọ̀."
1180,She knew where madam kept all her most private of all her possessions.,Ó mọ gbogbo ibi tí màdáámù ń tọ́jú àwọn nǹkan ẹ̀ sí títí mọ́ àwọn nǹkan àṣírí rẹ̀.
1181,"And now that madam had neatly packed, it was all the more easy for Zenabu to locate the two items she was looking for. Under three minutes, she had finished the assignment and she came out of madam's room clutching the two items, neatly wrapped up inside an old paper, and smiling at Mama.","Nìsínyí tí màdáámù ti fẹ́rẹ̀ ẹ́ kó ẹrù rẹ̀ tán, ó rọrùn fún un láti rí àwọn nǹkan méjì tí ó wà. Láàrin ìsẹ́jú mẹ́ta, ó tí parí isẹ́ tí wọn gbé fún un ó sì jáde láti inú yàrá màdáámù, tí ó sì di nǹkan méjéèjì mọ́wọ́, ó fi bébà àtijọ́ kan wé e, tí ó sì rí tónítóní, ó sì ń rẹ́rìn-ín músẹ́ sí màmá."
1182,Mama got the piece of paper and quickly tucked it away inside her basket.,Màmá gbà á ó sì tètè fi sínú apẹ̀rẹ̀ rẹ̀.
1183,"When finally Labake emerged from inside the bathroom, what she saw was little Zenabu playing with Tinu on the corridor, and Mama bidding  Alamu who had just come in goodbye promising to check back on him before the end of that week.","Nígbà ti màdáámù jáde láti inú balùwè, ohun tí ó rí nípé Sènábù kékeré ń bá Tinú seré lẹ́nu ọ̀nà, màmá sì ń dágbére fún Àlàmú tó sẹ̀sẹ̀ ń wọlé dé, tí wọn sí ń ṣe ìlérí láti wá wò ó kí ó to di òpin ọ̀ṣẹ̀ náà."
1184,The two items were secure inside her basket.,Àwọn nǹkan méjì náà wà ní ìpamó nínú apẹ̀rẹ̀ rẹ̀.
1185,"Mama had stolen a look at the two items herself, and had been very much pleased: four of Labake's long red nails which she pointed at her a short while ago and which she had removed as she Chtered the room.","Màmá ti jí àwọn nǹkan náà wò nínú apẹ̀rẹ̀ rẹ̀, ó sì tẹ ẹ lọ́rùn; mẹ́rin nínú èékánná pupa ọwọ́ Làbákẹ́ tí ó fi nawọ sí i láìpẹ́ yìí, tí ó yọ nígbà tí ó wọ yàrá."
1186,"Her false nails! Then Labakes Small lock of hair, which some minutes ago had boen dangling over her body and which she had removed as she prepared to go to the bathroom, her wig!","Èékán-ná ayédèrú! Àti díẹ̀ nínú irun Làbákẹ́ tí ò dà wálẹ̀ sára rẹ̀ láìpẹ́ yìí tí ó yọ nígbà tí ó fẹ́ wọ balùwẹ̀, ayédèrú irun rẹ̀!"
